х1,х2,х3,х4,х5,х6,х7,х8,У
6.53,36.76,4.34,7.42,0.55,8.21,6.98,0.18,0
6.95,36.59,3.13,7.53,0.58,8.36,7.09,0.18,0
7.18,36.5,2.02,7.47,0.6,7.78,6.94,0.17,0
6.42,36.8,0.33,7.56,0.55,9.69,7.16,0.17,0
7.08,36.54,1.35,7.52,0.55,7.66,7.17,0.17,0
6.92,36.6,1.08,7.49,0.55,8.36,7.52,0.17,1
7.23,36.48,3.89,7.51,0.56,7.42,6.93,0.18,0
6.83,36.64,2.28,7.49,0.53,9.18,7.3,0.18,0
7.35,36.43,1.44,7.55,0.57,8.67,6.95,0.17,0
7.27,36.46,3,7.52,0.53,7.63,7.19,0.17,0
7.11,36.52,2.67,7.61,0.65,7.37,7.27,0.18,1
6.94,36.59,2.44,7.45,0.58,8.44,7.23,0.18,0
6.68,36.7,2.9,7.46,0.61,8.58,7.36,0.18,0
7.09,36.53,3.46,7.63,0.59,6.8,7.23,0.18,0
7.07,36.54,5.41,7.51,0.59,7.1,6.98,0.18,0
6.2,36.89,2.06,7.46,0.56,8.54,7.24,0.18,0
6.89,36.61,4.3,7.49,0.58,7.68,7.28,0.18,0
6.91,36.61,0.65,7.49,0.53,8.66,7.32,0.17,0
6.56,36.74,4.35,7.48,0.58,8.58,7.16,0.18,0
7.33,36.44,2.11,7.46,0.55,8.45,7.39,0.18,0
7.18,36.5,2.22,7.54,0.51,8.81,7.03,0.18,0
7.07,36.54,3.07,7.59,0.58,7.23,6.85,0.18,0
6.62,36.72,1.39,7.36,0.57,8.59,7.45,0.18,1
6.98,36.58,1.61,7.56,0.56,7.7,7.15,0.17,0
6.64,36.71,2.07,7.38,0.58,8.61,7.23,0.17,0
6.76,36.66,2.36,7.45,0.59,8.54,7.15,0.17,0
7.15,36.51,3.45,7.51,0.6,7.78,6.97,0.18,0
6.91,36.61,3.69,7.4,0.57,7.83,6.88,0.18,0
6.66,36.71,0.28,7.46,0.53,8.34,7.04,0.17,0
6.61,36.72,2.13,7.51,0.55,7.85,6.93,0.17,0
6.6,36.73,3.55,7.46,0.56,10.66,7.11,0.18,1
6.77,36.66,1.88,7.59,0.56,8.28,7.22,0.17,0
6.47,36.78,2.42,7.53,0.59,8.75,7.33,0.18,0
6.98,36.58,2.1,7.39,0.58,9.28,7.41,0.18,0
6.53,36.76,5.66,7.47,0.58,7,7.29,0.19,1
7.14,36.51,2.86,7.55,0.6,7.65,7.17,0.17,0
7.26,36.47,2.36,7.49,0.6,9.73,7.03,0.17,0
6.86,36.62,4.45,7.43,0.56,8.75,7.14,0.18,0
6.42,36.8,5.64,7.4,0.56,9.71,7.16,0.19,1
7.28,36.46,3.45,7.51,0.57,8.24,7.01,0.18,0
7.26,36.46,3.02,7.54,0.6,9.78,7.54,0.18,1
7.22,36.48,2.88,7.41,0.56,8.47,7.18,0.17,0
6.81,36.65,4.27,7.53,0.54,8.87,7.21,0.18,0
6.68,36.7,3.17,7.55,0.53,8.76,7.23,0.18,0
7.53,36.36,5.2,7.52,0.52,8.33,7.34,0.18,0
7.77,36.26,0.52,7.41,0.59,8.2,7.52,0.17,1
6.62,36.72,0.21,7.32,0.54,9.32,7.17,0.17,0
7.33,36.44,2.3,7.52,0.55,8.52,7.11,0.17,0
7.47,36.38,2.89,7.48,0.56,9,7.03,0.18,0
6.66,36.7,2.71,7.37,0.55,8.66,7.19,0.18,0
7.24,36.47,1.1,7.52,0.54,9.09,7.31,0.17,0
6.17,36.9,2.78,7.46,0.6,8.16,7.01,0.18,0
7.21,36.48,1.25,7.48,0.54,8.65,7.41,0.17,0
6.59,36.73,5.14,7.5,0.6,9.36,6.97,0.19,1
7.19,36.49,1.73,7.56,0.6,8.28,7.55,0.18,1
7.04,36.55,0.41,7.5,0.59,6.85,6.86,0.17,0
7.63,36.32,1.24,7.55,0.54,9.38,7.29,0.17,0
7.16,36.5,3.28,7.39,0.58,8.47,7.17,0.18,0
6.81,36.65,2,7.51,0.55,6.95,7.38,0.17,0
6.92,36.6,3.09,7.5,0.63,8.35,7.13,0.17,0
6.95,36.59,2.92,7.56,0.57,8.4,6.95,0.17,0
7.59,36.33,2.13,7.29,0.59,8.81,7.37,0.17,0
6.54,36.75,2.78,7.46,0.57,7.97,7.1,0.17,0
7.25,36.47,3.34,7.53,0.59,8.17,7.27,0.18,0
7.02,36.56,4.19,7.55,0.57,8.88,7.02,0.17,0
6.16,36.9,2.71,7.47,0.57,8.85,7.06,0.18,0
7,36.57,2.85,7.49,0.54,9.12,7.21,0.18,0
7.11,36.53,2.69,7.55,0.54,8.14,7.27,0.18,0
6.8,36.65,3.45,7.47,0.57,8.38,7.12,0.17,0
6.73,36.68,3.64,7.54,0.55,7.88,7.12,0.17,0
7.3,36.45,2.2,7.48,0.64,9.26,6.72,0.17,0
7.28,36.46,5.06,7.48,0.58,7.84,7.19,0.19,1
7.12,36.52,2.98,7.33,0.56,8.83,7.4,0.18,0
7.11,36.52,4.74,7.54,0.56,8.4,6.96,0.18,0
7.18,36.5,0.05,7.46,0.61,7.89,7.02,0.16,0
6.83,36.64,4.62,7.59,0.57,7.86,6.99,0.18,0
6.69,36.69,2.42,7.43,0.55,8.7,7.3,0.17,0
6.23,36.88,2.98,7.41,0.57,7.92,6.91,0.18,0
7.18,36.5,0.8,7.31,0.61,8.38,7.41,0.17,0
7.31,36.45,4.56,7.44,0.6,9.37,7.26,0.18,0
6.95,36.59,2.02,7.4,0.58,8.88,7.32,0.17,0
6.9,36.61,2.25,7.34,0.56,8.73,7.43,0.17,0
6.5,36.77,3.96,7.44,0.58,8.56,7.17,0.18,0
6.61,36.73,4.07,7.55,0.54,7.39,7.28,0.18,0
6.32,36.84,4,7.49,0.56,9.19,7.17,0.18,0
6.64,36.71,3.62,7.49,0.58,7.86,6.79,0.17,0
6.62,36.72,1.39,7.48,0.54,9.14,7.01,0.17,0
7.5,36.37,1.11,7.5,0.56,7.34,7.11,0.17,0
7.23,36.48,3.88,7.43,0.58,7.94,7.15,0.18,0
6.65,36.71,3.4,7.47,0.6,8.08,7.55,0.18,1
7.34,36.43,0.97,7.52,0.55,8.36,7.45,0.17,1
7.08,36.54,1.75,7.41,0.54,8.93,7.64,0.18,1
7.06,36.54,0.66,7.52,0.58,8.11,7.2,0.17,0
6.48,36.78,3.62,7.56,0.57,8.79,7.08,0.18,0
6.37,36.82,3.68,7.52,0.56,6.71,7.2,0.18,0
6.66,36.71,2.64,7.52,0.55,8.32,7.4,0.18,0
7.38,36.42,2.46,7.55,0.56,9.17,7.22,0.17,0
6.55,36.75,2.4,7.46,0.56,8.8,7.36,0.18,0
6.83,36.64,4.2,7.53,0.57,7.67,7.34,0.18,0
6.92,36.6,2.44,7.47,0.59,8.56,7.28,0.17,0
6.49,36.77,2.56,7.67,0.6,9.43,7.19,0.18,0
6.82,36.64,2.09,7.54,0.57,7.77,6.85,0.18,0
7.57,36.34,2.89,7.57,0.59,8.93,7.07,0.17,0
7.5,36.37,0.6,7.55,0.55,9.2,7.5,0.17,1
7.36,36.42,2.52,7.56,0.54,8.03,7.26,0.18,0
7.38,36.42,0.04,7.47,0.59,7.77,7.21,0.17,0
6.74,36.67,4.04,7.51,0.57,9.07,7.15,0.18,0
6.98,36.57,4.45,7.51,0.6,9.37,7.16,0.18,0
7.29,36.45,2.4,7.49,0.61,8.85,6.96,0.17,0
6.61,36.73,2.94,7.5,0.54,9.12,7.33,0.18,0
6.79,36.65,1.87,7.56,0.63,8.84,7.18,0.17,0
7.09,36.53,4.06,7.5,0.54,9.03,7.12,0.18,0
7.14,36.51,3.31,7.56,0.57,9.28,7.3,0.18,0
7.08,36.54,1.45,7.55,0.58,7.32,7.18,0.17,0
7.05,36.55,2.13,7.39,0.62,8.62,7.82,0.17,1
6.5,36.77,3.59,7.51,0.57,8.69,6.97,0.18,0
7.04,36.55,3.06,7.46,0.56,7.88,7.27,0.17,0
6.74,36.67,2.86,7.46,0.55,8.7,7.01,0.18,0
7.01,36.56,2.28,7.52,0.6,7.42,7,0.17,0
6.8,36.65,0.46,7.66,0.59,8.31,7.44,0.17,0
6.77,36.66,3.73,7.52,0.56,8.27,7.37,0.18,0
6.79,36.65,4.33,7.49,0.55,9.15,7.02,0.18,0
7.45,36.39,1.62,7.51,0.56,8.63,7.1,0.17,0
7.33,36.44,4.58,7.51,0.53,8.45,7.12,0.18,0
7.23,36.48,2.3,7.48,0.64,9.63,7.44,0.17,0
6.69,36.69,3.15,7.4,0.59,8.98,7.28,0.18,0
6.61,36.73,3.07,7.58,0.55,8.85,7.08,0.17,0
6.93,36.59,0.23,7.48,0.53,7.77,7.21,0.16,0
7.18,36.5,2.15,7.45,0.55,8.15,7.16,0.18,0
7.07,36.54,0.8,7.56,0.58,8,7.14,0.17,0
6.81,36.64,0.31,7.44,0.56,8.96,7.41,0.17,0
6.5,36.77,2.17,7.5,0.58,8.04,7.14,0.18,0
6.85,36.63,2.84,7.49,0.53,7.79,7.22,0.17,0
6.91,36.6,2.9,7.58,0.6,8.2,6.96,0.17,0
7.22,36.48,1.66,7.66,0.59,8.55,6.85,0.17,0
6.68,36.7,4.83,7.45,0.54,8.92,7.13,0.18,0
6.73,36.68,2.43,7.4,0.55,7.77,7.25,0.17,0
6.66,36.7,3.2,7.51,0.57,9.17,7.04,0.18,0
7.42,36.4,2.69,7.47,0.59,8.94,7.11,0.18,0
7.37,36.42,3.22,7.46,0.55,9.12,7.45,0.17,1
6.69,36.69,2.94,7.44,0.59,9.03,6.8,0.18,0
6.81,36.65,3.48,7.43,0.56,7.65,7.05,0.18,0
6.87,36.62,3.52,7.46,0.58,9.44,7.29,0.18,0
6.95,36.59,5.06,7.49,0.56,8.07,6.99,0.18,0
6.98,36.58,5.17,7.67,0.54,7.5,7.01,0.18,0
7.21,36.48,2.51,7.42,0.57,8.11,7.24,0.17,0
6.85,36.63,5.55,7.47,0.58,8.2,7.06,0.18,0
6.38,36.82,1.05,7.51,0.6,7.61,7.35,0.17,0
6.43,36.8,1.58,7.48,0.53,8.71,7.3,0.18,0
6.9,36.61,3.83,7.46,0.53,6.39,7.19,0.18,0
6.51,36.77,2.68,7.47,0.56,8.48,7.07,0.18,0
6.59,36.73,2.59,7.48,0.57,8.77,7.34,0.18,0
7.12,36.52,2.22,7.5,0.61,8.58,7.21,0.18,0
6.66,36.71,4.31,7.43,0.6,8.29,7.37,0.18,0
7.12,36.52,1.38,7.49,0.6,8.56,7.14,0.17,0
6.91,36.6,3.22,7.43,0.56,8.65,6.91,0.18,0
7.12,36.52,1.7,7.45,0.59,10.19,7.01,0.17,0
7,36.57,3.87,7.53,0.57,7.63,7.19,0.18,0
6.67,36.7,3.25,7.43,0.57,8.74,7.17,0.18,0
6.43,36.8,2.02,7.46,0.59,7.27,7.09,0.17,0
6.88,36.61,4.21,7.59,0.51,7.74,7.04,0.17,0
7.18,36.5,2.04,7.53,0.61,7.82,7.1,0.18,0
7.26,36.46,3.31,7.5,0.49,7.15,6.91,0.18,0
6.41,36.8,3.17,7.53,0.59,8.7,7.13,0.18,0
6.38,36.82,3.61,7.48,0.59,8.22,6.99,0.18,0
7.31,36.45,0.34,7.5,0.54,6.74,7.3,0.17,0
6.62,36.72,3.52,7.49,0.51,8.51,7.37,0.18,0
6.72,36.68,2.3,7.46,0.58,8.76,6.96,0.18,0
6.73,36.68,3.79,7.45,0.58,9.01,7.26,0.18,0
6.31,36.84,3.93,7.56,0.54,8.46,6.85,0.18,0
6.21,36.88,1.59,7.44,0.53,8.02,7.25,0.18,0
6.04,36.95,1.92,7.46,0.56,8.51,7.34,0.18,1
6.88,36.62,0.45,7.52,0.57,8.86,7.28,0.17,0
7.66,36.3,1.96,7.56,0.6,7.5,7.1,0.17,0
6.04,36.95,3.02,7.56,0.5,7.69,7.26,0.18,1
6.4,36.81,2.39,7.43,0.57,9.88,7.3,0.18,0
6.97,36.58,2.95,7.53,0.6,8.79,7.2,0.18,0
6.74,36.67,3.14,7.47,0.54,9.22,7.19,0.18,0
7.67,36.3,4.41,7.53,0.59,7.95,7.2,0.18,0
7.21,36.48,4.75,7.65,0.58,8.41,7.15,0.18,0
6.95,36.59,0.28,7.55,0.64,8.66,7.2,0.16,0
6.69,36.69,2.35,7.32,0.56,8.76,7.07,0.18,0
6.66,36.7,1.55,7.45,0.57,9.02,7.27,0.17,0
6.63,36.72,3.76,7.58,0.58,8.97,7.2,0.18,0
6.98,36.58,2.58,7.48,0.55,9.19,7.25,0.18,0
6.88,36.62,6,7.58,0.62,8.83,7.06,0.19,1
7.35,36.43,0.75,7.43,0.55,8.19,7.13,0.17,0
6.83,36.64,1.86,7.48,0.55,9.83,7.3,0.17,0
6.97,36.58,0.17,7.45,0.58,8.85,7.28,0.18,0
7.14,36.51,1.02,7.54,0.61,7.03,7.24,0.17,0
6.9,36.61,0.89,7.42,0.58,7.74,7.13,0.17,0
7.4,36.41,2.7,7.54,0.57,8.65,7.13,0.18,0
7.16,36.5,3.43,7.62,0.61,9.38,7.21,0.18,0
6.61,36.73,3.62,7.49,0.6,7.88,7.11,0.17,0
6.97,36.58,0.41,7.44,0.55,6.99,7.43,0.17,0
6.81,36.64,1.84,7.53,0.55,7.6,7.28,0.17,0
6.86,36.62,3.08,7.55,0.58,8.37,7,0.18,0
6.75,36.67,5.32,7.57,0.58,8.53,7.18,0.18,0
6.95,36.59,2.52,7.51,0.59,7.56,7.2,0.18,0
6.51,36.77,4.92,7.43,0.59,8.14,7.42,0.18,0
7.21,36.48,2.81,7.42,0.58,8.17,7.46,0.18,1
6.62,36.72,4.91,7.44,0.53,9.63,7.2,0.18,0
6.98,36.58,3.73,7.47,0.56,8.81,7.3,0.18,0
6.3,36.85,2.2,7.43,0.58,7.84,7.34,0.18,0
7.33,36.44,1.77,7.56,0.57,8.92,7.3,0.17,0
7.49,36.37,4.94,7.66,0.58,7.23,7.02,0.17,0
6.99,36.57,3.6,7.45,0.56,8.19,7.45,0.18,1
6.96,36.58,4.32,7.6,0.61,8.69,7.28,0.18,0
7.13,36.52,4.13,7.47,0.59,8.15,7.23,0.18,0
6.62,36.72,1.75,7.44,0.55,9.2,7.18,0.16,0
6.85,36.63,4.65,7.32,0.57,7.8,7.28,0.18,0
6.96,36.58,2.5,7.53,0.57,8.8,7.07,0.18,0
6.95,36.59,2.56,7.53,0.52,8.13,6.99,0.18,0
7.11,36.53,2.31,7.5,0.54,8.63,7.22,0.18,0
6.62,36.72,4.47,7.52,0.6,8.58,6.9,0.18,0
7.17,36.5,3.48,7.56,0.58,8.29,7.08,0.17,0
6.29,36.85,2.4,7.49,0.62,8.42,7.23,0.17,0
6.47,36.78,3.44,7.54,0.55,9.42,7.2,0.17,0
7.04,36.55,1.55,7.42,0.57,9.48,7.16,0.17,0
7.51,36.36,2.19,7.47,0.5,8.8,7.05,0.17,0
6.32,36.84,2.24,7.5,0.54,8.24,7.05,0.18,0
7.3,36.45,0.19,7.37,0.59,9.7,7.28,0.17,0
7.01,36.56,2.53,7.59,0.55,8.4,7.32,0.18,0
6.86,36.63,0.72,7.56,0.58,7.81,7.12,0.17,0
7.39,36.41,2.51,7.45,0.56,8.39,7.2,0.17,0
6.56,36.75,1,7.42,0.55,8.87,7.43,0.18,0
7.26,36.47,4.09,7.61,0.51,9.59,7.18,0.18,0
6.93,36.59,0.37,7.41,0.57,8.83,7.28,0.16,0
6.76,36.66,4.48,7.44,0.59,8.97,6.98,0.18,0
6.49,36.77,3.67,7.57,0.56,8.02,7.2,0.17,0
7.07,36.54,1.37,7.36,0.58,8.33,7.2,0.18,0
6.78,36.66,4.46,7.58,0.52,9.36,6.95,0.18,0
6.58,36.74,3.35,7.46,0.6,7.85,7.13,0.18,0
6.01,36.97,2.91,7.49,0.55,9.09,7.27,0.18,1
7.45,36.39,2.05,7.47,0.59,7.04,7.05,0.18,0
7.04,36.55,3.18,7.61,0.61,8.52,7.39,0.18,0
6.92,36.6,5.79,7.55,0.56,9.19,7.04,0.19,1
7.08,36.54,5.07,7.54,0.52,9.03,7.29,0.18,0
6.43,36.8,3.44,7.37,0.56,8.7,7.17,0.18,0
7,36.57,3.07,7.58,0.56,9.07,7.31,0.18,0
6.98,36.57,2.12,7.37,0.61,8.01,7.44,0.18,0
7.42,36.4,2.74,7.4,0.62,9.29,6.99,0.18,0
6.68,36.7,4.54,7.53,0.52,8.44,6.86,0.18,0
6.34,36.83,2.18,7.44,0.55,7.7,7.53,0.17,1
6.54,36.75,1.24,7.54,0.59,8.16,7.19,0.18,0
6.75,36.67,4.52,7.5,0.54,8.13,7.23,0.18,0
6.99,36.57,1.34,7.45,0.59,9.98,7.45,0.18,1
7.06,36.54,3.5,7.44,0.57,9.11,7.15,0.18,0
7.23,36.48,3.07,7.47,0.53,8.09,7.24,0.18,0
7.22,36.48,2.84,7.55,0.61,7.39,7.25,0.18,0
7.03,36.56,6.82,7.38,0.56,8.45,7.38,0.19,1
6.37,36.82,4.84,7.38,0.58,9.92,7.37,0.19,1
6.84,36.63,3.78,7.65,0.54,7.98,7.11,0.18,0
7.05,36.55,2.27,7.55,0.56,9.98,7.29,0.17,0
7.32,36.44,0.36,7.39,0.54,7.56,7.43,0.17,0
6.92,36.6,2.18,7.51,0.51,8.34,6.97,0.18,0
7.12,36.52,0.9,7.35,0.6,8.37,7.45,0.18,1
6.82,36.64,0.67,7.49,0.57,8.29,7.37,0.17,0
6.9,36.61,1.91,7.55,0.56,8.89,7.15,0.18,0
6.91,36.6,3.44,7.59,0.6,9.45,7.15,0.18,0
6.39,36.81,3.08,7.56,0.53,9.7,6.96,0.18,0
6.33,36.84,2.63,7.49,0.61,9.3,7.26,0.18,0
7.45,36.39,0.75,7.36,0.54,8.67,7.33,0.17,0
7.67,36.3,2.71,7.47,0.61,8.04,7.21,0.18,0
6.78,36.66,3.5,7.5,0.58,8.83,7.16,0.17,0
6.79,36.65,3.94,7.58,0.54,8.88,7.38,0.18,0
6.39,36.81,1.91,7.32,0.53,9.44,7.11,0.18,0
7.3,36.45,2.6,7.42,0.55,8.8,7.29,0.18,0
7.17,36.5,5.21,7.69,0.53,8.55,7.4,0.18,0
6.25,36.87,3.65,7.5,0.57,8.33,6.93,0.18,0
6.32,36.84,2.2,7.59,0.6,10.09,7.4,0.18,0
6.85,36.63,2.43,7.29,0.51,8.45,7.25,0.18,0
6.51,36.77,2.66,7.47,0.59,7.15,7.18,0.17,0
6.88,36.61,2.32,7.52,0.6,7.69,7.15,0.17,0
6.96,36.58,1.28,7.59,0.62,9.11,7.19,0.17,0
7.02,36.56,0.75,7.42,0.57,8.06,7.43,0.17,0
7.62,36.32,1.26,7.49,0.55,8.63,7.3,0.17,0
6.54,36.75,0.72,7.61,0.57,8.48,7.16,0.16,0
7.58,36.34,2.85,7.46,0.55,7.73,7.15,0.18,0
6.62,36.72,3.43,7.52,0.59,8.1,6.97,0.18,0
7.58,36.34,3.84,7.45,0.54,8.68,7.08,0.18,0
7.03,36.56,5.96,7.48,0.59,9.82,7.44,0.19,1
5.86,37.02,4.29,7.43,0.62,8.61,7.4,0.19,1
6.44,36.79,1.24,7.48,0.5,9.8,7.16,0.17,0
6.76,36.67,4.47,7.61,0.58,7.15,7.37,0.18,0
6.63,36.72,4.01,7.55,0.57,8.62,7.01,0.17,0
6.15,36.91,2.68,7.55,0.54,7.44,7.19,0.18,0
7.17,36.5,2.98,7.48,0.58,8.64,7.17,0.17,0
6.84,36.63,5.4,7.39,0.59,8.78,7.5,0.18,1
6.43,36.8,3.26,7.49,0.55,9,7.15,0.17,0
7.2,36.49,0.68,7.52,0.55,9.22,7.35,0.17,0
7.21,36.48,4.89,7.49,0.61,9.22,7.17,0.18,0
6.94,36.59,4.26,7.43,0.58,8.32,7.25,0.18,0
6.85,36.63,2.83,7.42,0.53,8.65,7.35,0.18,0
6.66,36.71,0.8,7.47,0.6,8.07,7.23,0.17,0
7.06,36.55,2.3,7.51,0.62,7.47,7.15,0.17,0
7.09,36.53,2.09,7.41,0.52,8.37,7.26,0.17,0
6.98,36.58,1.84,7.34,0.58,8.47,6.89,0.18,0
6.84,36.63,0.45,7.39,0.61,8.2,7.37,0.18,0
6.83,36.64,2.93,7.57,0.58,7.91,7.16,0.18,0
7.04,36.55,4.94,7.65,0.6,8.64,7.33,0.18,0
6.91,36.6,3.06,7.43,0.56,7.59,7.03,0.17,0
6.88,36.61,3.87,7.49,0.56,8.78,7,0.18,0
7.12,36.52,1.78,7.5,0.53,10.27,7.52,0.17,1
7.39,36.41,2.33,7.44,0.54,7.62,7.27,0.18,0
6.7,36.69,5.78,7.47,0.52,7.72,6.91,0.18,0
7.25,36.47,3.68,7.47,0.58,8.47,7.19,0.18,0
7.44,36.39,0.37,7.39,0.59,8.58,7.31,0.17,0
6.48,36.78,3.39,7.55,0.58,8.69,7.27,0.18,0
7.14,36.51,2.57,7.51,0.61,7.04,7.16,0.18,0
6.93,36.59,1.39,7.47,0.58,7.68,6.97,0.17,0
6.64,36.71,3.16,7.59,0.56,8.16,7.45,0.18,1
6.62,36.72,3.16,7.53,0.55,8.38,7.21,0.18,0
6.57,36.74,0.72,7.49,0.63,9.03,7.25,0.17,0
6.93,36.6,3.59,7.5,0.59,8.48,7.23,0.18,0
7.4,36.41,4.13,7.58,0.6,8.77,7.16,0.18,0
7.77,36.26,2.38,7.44,0.57,7.09,6.94,0.18,0
6.67,36.7,5.31,7.42,0.58,7.27,7.02,0.18,0
6.73,36.68,3.19,7.54,0.57,7.01,6.91,0.17,0
7.5,36.37,1,7.51,0.54,8.07,7.15,0.17,0
7.2,36.49,4.3,7.54,0.57,8.23,7.09,0.18,0
7.78,36.26,0.48,7.48,0.56,8.82,7.23,0.17,0
6.97,36.58,1.53,7.46,0.55,7.46,7.03,0.17,0
6.88,36.62,3.34,7.52,0.61,10.07,7.27,0.18,0
7.61,36.32,0.01,7.47,0.57,8.9,7.28,0.17,0
7.6,36.33,1.34,7.52,0.57,9.47,7.37,0.17,0
7.38,36.42,0.87,7.43,0.53,9.21,7.62,0.17,1
6.8,36.65,3.48,7.55,0.57,8.82,7.22,0.18,0
6.41,36.8,3.96,7.43,0.52,8.37,7.18,0.18,0
6.9,36.61,1.42,7.32,0.58,7.54,7.32,0.17,0
7.29,36.45,1.3,7.5,0.61,8.92,7.47,0.17,1
6.78,36.65,3.71,7.52,0.55,8.44,7.24,0.17,0
6.97,36.58,0.03,7.46,0.57,8.39,7.23,0.17,0
7.38,36.42,0.33,7.46,0.62,9.3,7.09,0.17,0
7.19,36.49,1.64,7.42,0.58,8.93,7.4,0.17,0
7.08,36.54,1.55,7.52,0.58,8.25,7.15,0.17,0
7.45,36.39,3.96,7.45,0.57,7.66,7.17,0.18,0
6.77,36.66,6.21,7.55,0.54,7.55,6.88,0.19,1
6.55,36.75,1.72,7.48,0.56,8.84,7.28,0.18,0
6.72,36.68,4.56,7.4,0.58,9.12,7.3,0.18,0
6.49,36.77,2.77,7.57,0.56,8.37,7.22,0.17,0
6.44,36.79,4.1,7.48,0.56,8.37,7.14,0.18,0
7.21,36.48,1.19,7.66,0.57,8.27,7.09,0.18,0
6.15,36.91,3.82,7.56,0.57,7.45,7.39,0.18,0
7.05,36.55,1.2,7.56,0.62,7.38,7.5,0.17,1
6.96,36.59,3.43,7.51,0.57,8.21,7.19,0.18,0
6.69,36.69,2.52,7.42,0.59,7.98,7.2,0.18,0
7.39,36.41,2.92,7.38,0.59,8.65,7.28,0.18,0
6.55,36.75,4.81,7.48,0.54,7.73,7.57,0.18,1
7.37,36.42,2.02,7.52,0.59,8.65,7.08,0.17,0
6.85,36.63,1.74,7.55,0.6,7.08,7.04,0.17,0
7.01,36.56,3.32,7.38,0.56,9.14,6.86,0.18,0
6.42,36.8,2.51,7.52,0.57,7.36,6.97,0.17,0
6.77,36.66,3.3,7.51,0.54,8.65,7.2,0.19,1
6.42,36.8,2.96,7.45,0.61,9.44,7.37,0.18,0
7.47,36.38,2.31,7.37,0.57,8.25,7.28,0.18,0
6.73,36.68,2.5,7.38,0.55,8.46,7.27,0.17,0
6.19,36.89,1.2,7.47,0.58,7.99,7.25,0.17,0
7.25,36.47,1.95,7.5,0.58,8.68,7.15,0.18,0
7.12,36.52,3.06,7.53,0.54,9.41,7.16,0.17,0
7.48,36.38,1.51,7.62,0.59,8.04,7.36,0.17,0
6.87,36.62,4.39,7.5,0.59,7.51,7.5,0.18,1
7.26,36.46,3.03,7.43,0.56,7.56,7.12,0.18,0
6.78,36.65,4.34,7.52,0.62,9.53,7.18,0.18,0
6.91,36.61,3.66,7.47,0.57,7.74,7.2,0.18,0
7.12,36.52,3.57,7.62,0.56,8.43,6.76,0.18,0
7.87,36.22,4.06,7.57,0.53,7.42,6.94,0.17,1
7.6,36.33,0.72,7.48,0.59,8.01,7.35,0.17,0
7.13,36.52,1.12,7.47,0.6,7.99,7.07,0.17,0
6.49,36.77,3.01,7.4,0.57,9.18,7.75,0.18,1
6.42,36.8,2.33,7.49,0.55,7.09,7.22,0.18,0
6.86,36.62,1.56,7.57,0.56,7.69,7.24,0.17,0
6.38,36.82,2.94,7.53,0.57,8.68,7.04,0.18,0
7.19,36.49,2.61,7.65,0.54,8.14,7.37,0.17,0
7.44,36.39,3.07,7.46,0.57,7.48,7.27,0.18,0
6.86,36.62,1.32,7.45,0.56,9.06,7.2,0.17,0
7.38,36.42,2.22,7.49,0.55,7.98,7.32,0.17,0
6.76,36.67,2.03,7.47,0.56,9.4,7.42,0.17,0
7.49,36.37,3.87,7.36,0.58,9.69,7.22,0.18,0
7.49,36.37,1.8,7.48,0.59,8.27,7.2,0.18,0
7.6,36.33,0.45,7.47,0.61,8.06,7.48,0.16,1
7.26,36.46,0.24,7.48,0.59,8.6,7.09,0.17,0
7.04,36.55,2.66,7.56,0.55,8.61,7.11,0.17,0
7.03,36.56,2.38,7.48,0.61,9.71,7.19,0.18,0
6.45,36.79,1.93,7.41,0.54,10.32,7.03,0.17,1
7.24,36.47,3.34,7.5,0.56,7.9,7.06,0.17,0
6.58,36.74,2.19,7.45,0.59,7.34,7,0.17,0
6.72,36.68,2.53,7.51,0.58,8.31,7.09,0.17,0
7.21,36.49,0.27,7.43,0.56,7.95,7.25,0.17,0
6.78,36.65,0.05,7.45,0.56,7.51,6.95,0.17,0
6.77,36.66,3.47,7.45,0.58,8.03,7.3,0.18,0
7.16,36.5,3.45,7.49,0.55,7.69,7.28,0.18,0
6.56,36.75,1.16,7.47,0.62,7.87,7.44,0.18,0
6.75,36.67,5.4,7.6,0.57,7.03,6.9,0.18,0
6.71,36.69,2.93,7.54,0.54,7.25,7.1,0.18,0
6.95,36.59,3.42,7.51,0.62,8.64,7.49,0.18,1
7.34,36.43,1.21,7.49,0.59,10.6,7.57,0.18,1
7.23,36.48,2.86,7.48,0.55,9.03,7.32,0.18,0
7.04,36.55,3.96,7.63,0.57,9.3,7.07,0.18,0
7.25,36.47,4.21,7.62,0.57,8.2,7.21,0.17,0
6.71,36.68,2.91,7.45,0.56,8.13,6.89,0.17,0
7.01,36.56,4.21,7.55,0.55,8.76,6.79,0.18,0
7.07,36.54,2.55,7.37,0.56,9.04,7.54,0.18,1
7.02,36.56,1.79,7.53,0.61,8.46,7.29,0.18,0
6.98,36.58,3.66,7.47,0.56,8.3,7.33,0.18,0
7.22,36.48,1.44,7.5,0.58,8.55,7.28,0.17,0
6.96,36.59,2.14,7.54,0.57,7.94,7.07,0.17,0
7.16,36.5,3.18,7.53,0.58,7.92,7.52,0.18,1
6.56,36.75,3.71,7.54,0.57,8.24,7.12,0.18,0
7.03,36.56,3.91,7.52,0.56,7.48,7.05,0.18,0
7.17,36.5,3.14,7.49,0.57,8.1,7.01,0.17,0
6.85,36.63,1.96,7.52,0.57,8.91,7.33,0.18,0
